,Row.names,Protein.Ids,Protein.Names,Genes,Protein.Description,logFC,AveExpr,t,P.Value,adj.P.Val,B,Type,Label
1129,P48729,P48729;Q8N752,KC1A_HUMAN,CSNK1A1,Casein kinase I isoform alpha,0.013169703,22.0735406,0.350334312,0.733780249,0.991575893,-6.174017943,No Change,
1130,P48735,P48735,IDHP_HUMAN,IDH2,"Isocitrate dehydrogenase [NADP], mitochondrial",0.028491521,22.53512813,0.778795955,0.455182943,0.932659733,-5.926367883,No Change,
1131,P48739,P48739,PIPNB_HUMAN,PITPNB,Phosphatidylinositol transfer protein beta isoform,0.002958984,26.82952555,0.06272866,0.951291114,0.997839254,-6.236821748,No Change,
1132,P48960,P48960,AGRE5_HUMAN,ADGRE5,Adhesion G protein-coupled receptor E5,-0.140772083,18.49524779,-1.584492112,0.145977956,0.736201509,-5.059493204,No Change,
1133,P49005,P49005,DPOD2_HUMAN,POLD2,DNA polymerase delta subunit 2,0.015027715,22.73449466,0.424371183,0.680805598,0.986814215,-6.143985294,No Change,
1134,P49006,P49006,MRP_HUMAN,MARCKSL1,MARCKS-related protein,0.01169938,24.13408939,0.244280588,0.812241778,0.997839254,-6.207254026,No Change,
1135,P49023,P49023,PAXI_HUMAN,PXN,Paxillin,0.058754213,21.59589013,2.072200857,0.066692022,0.680585661,-4.36979629,No Change,
1136,P49137,P49137,MAPK2_HUMAN,MAPKAPK2,MAP kinase-activated protein kinase 2,0.001094376,22.50351436,0.038502817,0.970089002,0.999039915,-6.238126852,No Change,
1137,P49189,P49189,AL9A1_HUMAN,ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase,0.045997062,24.36005251,0.382759194,0.710376827,0.991575893,-6.161548826,No Change,
1138,P49207,P49207,RL34_HUMAN,RPL34,Large ribosomal subunit protein eL34,0.19778517,21.37866465,2.810347589,0.019475471,0.562520052,-3.226149192,No Change,
1139,P49247,P49247,RPIA_HUMAN,RPIA,Ribose-5-phosphate isomerase,-0.005046491,24.80405903,-0.133380511,0.896693429,0.997839254,-6.229454874,No Change,
1140,P49321,P49321,NASP_HUMAN,NASP,Nuclear autoantigenic sperm protein,0.012546905,28.00021873,0.347713145,0.735685199,0.991575893,-6.174979068,No Change,
1141,P49327,P49327,FAS_HUMAN,FASN,Fatty acid synthase,0.051381192,26.66687087,1.301896221,0.223829382,0.821324246,-5.411810455,No Change,
1142,P49336,P49336;Q9BWU1,CDK8_HUMAN,CDK8,Cyclin-dependent kinase 8,-0.187642385,20.09450268,-1.020054441,0.333138077,0.882712729,-5.714541782,No Change,
1143,P49354,P49354,FNTA_HUMAN,FNTA,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,-0.099533299,23.00960076,-1.918051615,0.085821595,0.69396713,-4.596460788,No Change,
1144,P49356,P49356,FNTB_HUMAN,FNTB,Protein farnesyltransferase subunit beta,-0.020597066,22.74686831,-0.449368525,0.663308584,0.985955836,-6.132597859,No Change,
1145,P49366,P49366,DHYS_HUMAN,DHPS,Deoxyhypusine synthase,0.012085958,24.78679496,0.418901849,0.684661216,0.986814215,-6.146393382,No Change,
1146,P49368,P49368,TCPG_HUMAN,CCT3,T-complex protein 1 subunit gamma,0.004196219,27.88563567,0.103971425,0.919368141,0.997839254,-6.233164859,No Change,
1147,P49406,P49406,RM19_HUMAN,MRPL19,Large ribosomal subunit protein bL19m,-0.066190742,22.2319604,-1.174207324,0.269089671,0.85016485,-5.555683608,No Change,
1148,P49407,P49407,ARRB1_HUMAN,ARRB1,Beta-arrestin-1,0.001559167,23.32148193,0.042748495,0.966792849,0.999039915,-6.23794325,No Change,
1149,P49411,P49411,EFTU_HUMAN,TUFM,"Elongation factor Tu, mitochondrial",-0.011284969,26.48334217,-0.214744013,0.834535664,0.997839254,-6.214429623,No Change,
1150,P49427,P49427,UB2R1_HUMAN,CDC34,Ubiquitin-conjugating enzyme E2 R1,0.071312172,21.5276022,1.615462215,0.13909986,0.723376328,-5.018411006,No Change,
1151,P49441,P49441,INPP_HUMAN,INPP1,Inositol polyphosphate 1-phosphatase,0.272720564,20.11417184,1.530963585,0.15858173,0.757878202,-5.129436161,No Change,
1152,P49454,P49454,CENPF_HUMAN,CENPF,Centromere protein F,0.250962877,15.35965112,1.744669741,0.113444627,0.705077068,-4.842514414,No Change,
1153,P49458,P49458,SRP09_HUMAN,SRP9,Signal recognition particle 9 kDa protein,0.062660782,25.80598653,1.32251393,0.21714799,0.816855133,-5.387615885,No Change,
1154,P49459,P49459,UBE2A_HUMAN,UBE2A,Ubiquitin-conjugating enzyme E2 A,0.045803443,23.86830582,0.820735726,0.432038436,0.921715369,-5.893009583,No Change,
1155,P49585,P49585,PCY1A_HUMAN,PCYT1A,Choline-phosphate cytidylyltransferase A,-0.037994015,22.81541382,-1.174078517,0.269138805,0.85016485,-5.55582334,No Change,
1156,P49588,P49588,SYAC_HUMAN,AARS1,"Alanine--tRNA ligase, cytoplasmic",0.008510902,26.33913903,0.181332361,0.859941571,0.997839254,-6.221443776,No Change,
1157,P49589,P49589,SYCC_HUMAN,CARS1,"Cysteine--tRNA ligase, cytoplasmic",0.000889821,23.6464498,0.029194188,0.977317797,0.999039915,-6.238462265,No Change,
1158,P49590,P49590,SYHM_HUMAN,HARS2,"Histidine--tRNA ligase, mitochondrial",0.04856007,21.26218856,1.501920056,0.165814273,0.767571641,-5.166799293,No Change,
1159,P49591,P49591,SYSC_HUMAN,SARS1,"Serine--tRNA ligase, cytoplasmic",-0.060277133,26.6350733,-1.482672546,0.170765092,0.775289627,-5.191324981,No Change,
1160,P49593,P49593,PPM1F_HUMAN,PPM1F,Protein phosphatase 1F,-0.016189293,24.68224822,-0.412666846,0.689068301,0.987681668,-6.149101914,No Change,
1161,P49675,P49675,STAR_HUMAN,STAR,"Steroidogenic acute regulatory protein, mitochondrial",-0.018089615,22.22558289,-0.402615896,0.69619852,0.990371861,-6.153385707,No Change,
1162,P49711,P49711,CTCF_HUMAN,CTCF,Transcriptional repressor CTCF,0.075203551,21.88910768,0.917147641,0.381904606,0.909034652,-5.810687328,No Change,
1163,P49720,P49720,PSB3_HUMAN,PSMB3,Proteasome subunit beta type-3,-0.039963325,26.29047714,-1.152363105,0.277524936,0.85016485,-5.579218728,No Change,
1164,P49721,P49721,PSB2_HUMAN,PSMB2,Proteasome subunit beta type-2,0.019000374,27.06427606,0.482506951,0.640440659,0.976675877,-6.116542969,No Change,
1165,P49736,P49736,MCM2_HUMAN,MCM2,DNA replication licensing factor MCM2,-0.022556519,23.75838733,-0.278435641,0.786682686,0.996485993,-6.197821287,No Change,
1166,P49748,P49748,ACADV_HUMAN,ACADVL,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",0.204817766,24.17507741,7.140532766,4.25E-05,0.020437266,2.491751726,No Change,
1167,P49750,P49750,YLPM1_HUMAN,YLPM1,YLP motif-containing protein 1,0.126670277,20.85072003,1.937867193,0.083099909,0.69396713,-4.567702986,No Change,
1168,P49757,P49757,NUMB_HUMAN,NUMB,Protein numb homolog,-0.077930635,20.44738457,-1.40333706,0.192551198,0.799727012,-5.290351069,No Change,
1169,P49770,P49770,EI2BB_HUMAN,EIF2B2,Translation initiation factor eIF2B subunit beta,-0.042468856,21.87179267,-1.10987679,0.294529918,0.859372973,-5.624046392,No Change,
1170,P49773,P49773,HINT1_HUMAN,HINT1,Adenosine 5'-monophosphoramidase HINT1,0.01858037,26.42835732,0.320315879,0.755707574,0.992310181,-6.184603572,No Change,
1171,P49790,P49790,NU153_HUMAN,NUP153,Nuclear pore complex protein Nup153,-0.172579439,22.68680263,-3.211618016,0.010007193,0.544897433,-2.593289162,No Change,
1172,P49792,P49792,RBP2_HUMAN,RANBP2,E3 SUMO-protein ligase RanBP2,-0.103508974,22.84019644,-1.627377199,0.136531913,0.722940529,-5.002489617,No Change,
1173,P49821,P49821,NDUV1_HUMAN,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",0.062729503,19.56698826,0.915647525,0.382651703,0.909034652,-5.812026873,No Change,
1174,P49840,P49840;P49841,GSK3A_HUMAN,GSK3A,Glycogen synthase kinase-3 alpha,-0.01510848,22.26980267,-0.420644372,0.683431774,0.986814215,-6.145629429,No Change,
1175,P49841,P49841,GSK3B_HUMAN,GSK3B,Glycogen synthase kinase-3 beta,-0.070464553,21.18434185,-1.737920631,0.114669969,0.705077068,-4.851871817,No Change,
1176,P49902,P49902,5NTC_HUMAN,NT5C2,Cytosolic purine 5'-nucleotidase,0.02980675,23.37070484,0.835768559,0.42393886,0.921715369,-5.88068533,No Change,
1177,P49903,P49903,SPS1_HUMAN,SEPHS1,"Selenide, water dikinase 1",-0.008790988,24.10884148,-0.211255705,0.837179303,0.997839254,-6.215216747,No Change,
1178,P49914,P49914,MTHFS_HUMAN,MTHFS,5-formyltetrahydrofolate cyclo-ligase,-0.008396621,23.16536144,-0.16913637,0.869259273,0.997839254,-6.223711452,No Change,
1179,P49915,P49915,GUAA_HUMAN,GMPS,GMP synthase [glutamine-hydrolyzing],-0.030323721,25.09779066,-0.79204477,0.447784754,0.929219206,-5.915994259,No Change,
1180,P49918,P49918,CDN1C_HUMAN,CDKN1C,Cyclin-dependent kinase inhibitor 1C,-0.036178497,19.60058449,-0.310379475,0.763017743,0.992329784,-6.187903501,No Change,
1181,P49959,P49959,MRE11_HUMAN,MRE11,Double-strand break repair protein MRE11,0.020900481,20.96105808,0.29506422,0.774333285,0.995285844,-6.192790262,No Change,
1182,P50213,P50213,IDH3A_HUMAN,IDH3A,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",0.011675771,22.8953928,0.390088633,0.705129395,0.990855583,-6.158582151,No Change,
1183,P50336,P50336,PPOX_HUMAN,PPOX,Protoporphyrinogen oxidase,0.20323051,21.85877041,3.156573355,0.010957096,0.544897433,-2.679778408,No Change,
1184,P50395,P50395,GDIB_HUMAN,GDI2,Rab GDP dissociation inhibitor beta,0.002742769,28.47303118,0.116985017,0.909323797,0.997839254,-6.23163624,No Change,
1185,P50453,P50453,SPB9_HUMAN,SERPINB9,Serpin B9,0.0062943,24.03192596,0.176096346,0.863939178,0.997839254,-6.222436544,No Change,
1186,P50454,P50454,SERPH_HUMAN,SERPINH1,Serpin H1,-0.036559516,24.07821747,-1.14013002,0.282339703,0.85016485,-5.592255332,No Change,
1187,P50479,P50479,PDLI4_HUMAN,PDLIM4,PDZ and LIM domain protein 4,0.024428382,19.89743253,0.469137932,0.649620246,0.980751985,-6.123150937,No Change,
1188,P50502,P50502;Q8NFI4,F10A1_HUMAN,ST13,Hsc70-interacting protein,-0.102611019,25.86964213,-2.304730196,0.045363601,0.655200991,-4.017275359,No Change,
1189,P50548,P50548,ERF_HUMAN,ERF,ETS domain-containing transcription factor ERF,-0.009500176,19.76545286,-0.203625231,0.842969544,0.997839254,-6.216894023,No Change,
1190,P50552,P50552,VASP_HUMAN,VASP,Vasodilator-stimulated phosphoprotein,-0.192203097,23.37579031,-3.033129411,0.013439634,0.544897433,-2.874263036,No Change,
1191,P50579,P50579,MAP2_HUMAN,METAP2,Methionine aminopeptidase 2,-0.006686458,24.01741684,-0.224579435,0.827093658,0.997839254,-6.212141609,No Change,
1192,P50583,P50583,AP4A_HUMAN,NUDT2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],0.093192695,21.54020996,2.419846203,0.03743314,0.636585587,-3.839286355,No Change,
1193,P50613,P50613,CDK7_HUMAN,CDK7,Cyclin-dependent kinase 7,0.023193918,20.68857332,0.547600785,0.596677085,0.964849376,-6.081864462,No Change,
1194,P50747,P50747,BPL1_HUMAN,HLCS,Biotin--protein ligase,-0.051432806,21.54599048,-1.378632024,0.199805119,0.808074639,-5.32048179,No Change,
1195,P50748,P50748,KNTC1_HUMAN,KNTC1,Kinetochore-associated protein 1,0.04114251,21.42813432,0.331512122,0.747501028,0.991575893,-6.180763488,No Change,
1196,P50750,P50750,CDK9_HUMAN,CDK9,Cyclin-dependent kinase 9,-0.043706449,21.09443637,-0.988136134,0.347741466,0.891647976,-5.745246562,No Change,
1197,P50851,P50851,LRBA_HUMAN,LRBA,Lipopolysaccharide-responsive and beige-like anchor protein,-0.084073418,22.56491516,-1.133086555,0.285141701,0.850786251,-5.599714249,No Change,
1198,P50897,P50897,PPT1_HUMAN,PPT1,Palmitoyl-protein thioesterase 1,0.017969673,22.80626546,0.565796403,0.584732022,0.962059096,-6.071435793,No Change,
1199,P50914,P50914,RL14_HUMAN,RPL14,Large ribosomal subunit protein eL14,0.130684866,22.74443662,1.411869031,0.190098881,0.795932658,-5.279865701,No Change,
1200,P50990,P50990,TCPQ_HUMAN,CCT8,T-complex protein 1 subunit theta,-0.040610688,28.58913777,-1.591246897,0.14445244,0.731731105,-5.050570533,No Change,
1201,P50991,P50991,TCPD_HUMAN,CCT4,T-complex protein 1 subunit delta,-0.028419778,28.26523485,-1.080850251,0.3066084,0.859974907,-5.653936302,No Change,
1202,P50995,P50995,ANX11_HUMAN,ANXA11,Annexin A11,-0.008812564,23.34119438,-0.212529142,0.836213969,0.997839254,-6.21493088,No Change,
1203,P51003,P51003,PAPOA_HUMAN,PAPOLA,Poly(A) polymerase alpha,0.080171282,22.51581535,1.263580322,0.236700124,0.828510248,-5.456079564,No Change,
1204,P51148,P20339;P51148;P61020,RAB5C_HUMAN,RAB5C,Ras-related protein Rab-5C,-0.014349382,24.91910038,-0.414662841,0.687656124,0.986814215,-6.148239094,No Change,
1205,P51149,P51149,RAB7A_HUMAN,RAB7A,Ras-related protein Rab-7a,-0.038067801,23.71514808,-1.423494749,0.186800481,0.795932658,-5.265513384,No Change,
1206,P51151,P51151;Q9NP90,RAB9A_HUMAN,RAB9A,Ras-related protein Rab-9A,0.0009587,20.25211383,0.019842028,0.984582584,0.999039915,-6.238706371,No Change,
1207,P51153,P51153,RAB13_HUMAN,RAB13,Ras-related protein Rab-13,-0.080151427,21.84084515,-2.489744525,0.033302832,0.609226654,-3.730395152,No Change,
1208,P51159,P51159,RB27A_HUMAN,RAB27A,Ras-related protein Rab-27A,0.016170702,23.38640028,0.547441836,0.596782,0.964849376,-6.081954158,No Change,
1209,P51397,P51397,DAP1_HUMAN,DAP,Death-associated protein 1,-0.072681702,20.15312703,-1.32602785,0.216026074,0.816855133,-5.383466752,No Change,
1210,P51398,P51398,RT29_HUMAN,DAP3,Small ribosomal subunit protein mS29,0.045798858,22.46316469,0.891049792,0.395050783,0.914661996,-5.8337308,No Change,
1211,P51452,P51452,DUS3_HUMAN,DUSP3,Dual specificity protein phosphatase 3,0.053983356,22.16820025,0.322515715,0.754092575,0.992310181,-6.183859248,No Change,
1212,P51530,P51530,DNA2_HUMAN,DNA2,DNA replication ATP-dependent helicase/nuclease DNA2,-0.061383709,21.10015771,-0.670513061,0.518600903,0.950985604,-6.005319238,No Change,
1213,P51531,P51531,SMCA2_HUMAN,SMARCA2,Probable global transcription activator SNF2L2,0.012948577,18.2751527,0.143102124,0.889218473,0.997839254,-6.228027054,No Change,
1214,P51532,P51531;P51532,SMCA4_HUMAN,SMARCA4,Transcription activator BRG1,-0.057385059,20.87923624,-0.688722834,0.507573722,0.947245835,-5.992781126,No Change,
1215,P51553,P51553,IDH3G_HUMAN,IDH3G,"Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",0.045854137,21.15413205,1.739525417,0.114377517,0.705077068,-4.84964845,No Change,
1216,P51570,P51570,GALK1_HUMAN,GALK1,Galactokinase,-0.035747374,22.78293875,-1.417266356,0.188561409,0.795932658,-5.2732118,No Change,
1217,P51580,P51580,TPMT_HUMAN,TPMT,Thiopurine S-methyltransferase,0.021561246,24.63032033,0.736550286,0.479303875,0.941808153,-5.95841769,No Change,
1218,P51606,P51606,RENBP_HUMAN,RENBP,N-acylglucosamine 2-epimerase,0.018746497,21.22441466,0.632632883,0.541996037,0.955287478,-6.030422541,No Change,
1219,P51610,P51610,HCFC1_HUMAN,HCFC1,Host cell factor 1,-0.058942942,24.37805923,-1.522156531,0.16074503,0.760482328,-5.140810548,No Change,
1220,P51649,P51649,SSDH_HUMAN,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",0.090467265,21.31113248,2.57343712,0.028949048,0.604458593,-3.599380598,No Change,
1221,P51659,P51659,DHB4_HUMAN,HSD17B4,Peroxisomal multifunctional enzyme type 2,0.060019048,19.84235486,1.805996507,0.102849015,0.700751826,-4.756693754,No Change,
1222,P51665,P51665,PSMD7_HUMAN,PSMD7,26S proteasome non-ATPase regulatory subunit 7,-0.016465446,24.28851946,-0.541754637,0.600542316,0.965417873,-6.085147437,No Change,
1223,P51687,P51687,SUOX_HUMAN,SUOX,"Sulfite oxidase, mitochondrial",0.072315298,21.59300128,2.270096198,0.048056844,0.658430072,-4.070435964,No Change,
1224,P51688,P51688,SPHM_HUMAN,SGSH,N-sulphoglucosamine sulphohydrolase,0.087973535,20.63298091,1.743210448,0.11370855,0.705077068,-4.844539177,No Change,
1225,P51692,P51692,STA5B_HUMAN,STAT5B,Signal transducer and activator of transcription 5B,0.052236635,21.89390412,1.308180737,0.221774887,0.821262706,-5.404463005,No Change,
1226,P51809,P51809,VAMP7_HUMAN,VAMP7,Vesicle-associated membrane protein 7,0.229557964,17.32868179,1.244643923,0.243282845,0.828510248,-5.477617571,No Change,
1227,P51812,P51812,KS6A3_HUMAN,RPS6KA3,Ribosomal protein S6 kinase alpha-3,-0.016211946,21.25439475,-0.554296785,0.59226624,0.96468751,-6.078063736,No Change,
1228,P51825,P51825,AFF1_HUMAN,AFF1,AF4/FMR2 family member 1,0.030985307,19.94622373,0.177250004,0.863058027,0.997839254,-6.222220287,No Change,
1229,P51858,P51858,HDGF_HUMAN,HDGF,Hepatoma-derived growth factor,0.011641895,26.3979831,0.226122443,0.825927757,0.997839254,-6.211773464,No Change,
1230,P51911,P51911,CNN1_HUMAN,CNN1,Calponin-1,-0.098033595,20.3344447,-2.485420657,0.033544674,0.609226654,-3.737146318,No Change,
1231,P51946,P51946,CCNH_HUMAN,CCNH,Cyclin-H,-0.002659905,19.94512876,-0.068519577,0.946801906,0.997839254,-6.236417345,No Change,
1232,P51948,P51948,MAT1_HUMAN,MNAT1,CDK-activating kinase assembly factor MAT1,0.018380459,19.9496664,0.403766498,0.695380669,0.990371861,-6.152900475,No Change,
1233,P51965,P51965,UB2E1_HUMAN,UBE2E1,Ubiquitin-conjugating enzyme E2 E1,-0.023444709,23.24609048,-0.462672381,0.654082173,0.981377722,-6.126283242,No Change,
1234,P51991,P51991,ROA3_HUMAN,HNRNPA3,Heterogeneous nuclear ribonucleoprotein A3,-0.054926917,22.71935066,-1.127829476,0.287247288,0.853772674,-5.6052588,No Change,
1235,P52209,P52209,6PGD_HUMAN,PGD,"6-phosphogluconate dehydrogenase, decarboxylating",-0.023186889,27.23460138,-0.564551379,0.585545215,0.962163499,-6.072159506,No Change,
1236,P52272,P52272,HNRPM_HUMAN,HNRNPM,Heterogeneous nuclear ribonucleoprotein M,0.010984928,23.62083037,0.277981471,0.787020878,0.996485993,-6.197954675,No Change,
1237,P52294,P52294,IMA5_HUMAN,KPNA1,Importin subunit alpha-5,-0.029598151,19.92990523,-0.672425473,0.517436063,0.950985604,-6.004016743,No Change,
1238,P52306,P52306,GDS1_HUMAN,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,0.002267979,23.21147013,0.048917004,0.962005092,0.999039915,-6.23764232,No Change,
1239,P52434,P52434,RPAB3_HUMAN,POLR2H,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",0.05916956,21.56454769,0.81065367,0.437528753,0.922821792,-5.901167084,No Change,
1241,P52565,P52565,GDIR1_HUMAN,ARHGDIA,Rho GDP-dissociation inhibitor 1,0.034432982,26.84553536,0.97773311,0.35260231,0.894832517,-5.75508458,No Change,
1242,P52566,P52566,GDIR2_HUMAN,ARHGDIB,Rho GDP-dissociation inhibitor 2,-0.049932463,23.92271606,-1.486533817,0.16976168,0.773690362,-5.186420113,No Change,
1243,P52594,P52594,AGFG1_HUMAN,AGFG1,Arf-GAP domain and FG repeat-containing protein 1,-0.020484987,22.83494549,-0.785873627,0.451220801,0.930834841,-5.920845164,No Change,
1244,P52597,P52597,HNRPF_HUMAN,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,-0.003688987,24.27692087,-0.142542088,0.889648781,0.997839254,-6.22811202,No Change,
1245,P52655,P52655,TF2AA_HUMAN,GTF2A1,Transcription initiation factor IIA subunit 1,0.044381755,21.52096328,0.651612732,0.530197527,0.951439895,-6.018010651,No Change,
1246,P52657,P52657,T2AG_HUMAN,GTF2A2,Transcription initiation factor IIA subunit 2,-0.00478243,22.23032713,-0.059039593,0.954151886,0.997839254,-6.237060779,No Change,
1247,P52701,P52701,MSH6_HUMAN,MSH6,DNA mismatch repair protein Msh6,-0.019324771,23.15899377,-0.320628692,0.755477847,0.992310181,-6.184498033,No Change,
1248,P52732,P52732,KIF11_HUMAN,KIF11,Kinesin-like protein KIF11,0.028236638,24.01615412,0.283782832,0.782704514,0.996169381,-6.196234738,No Change,
1249,P52747,P52747,ZN143_HUMAN,ZNF143,Zinc finger protein 143,0.166331396,19.35226169,2.306842164,0.045204231,0.655200991,-4.014027325,No Change,
1250,P52758,P52758,RIDA_HUMAN,RIDA,2-iminobutanoate/2-iminopropanoate deaminase,-0.211738134,24.37302882,-3.142289149,0.011218453,0.544897433,-2.702249037,No Change,
1251,P52788,P52788,SPSY_HUMAN,SMS,Spermine synthase,0.03407822,24.68410671,1.167275741,0.271743898,0.85016485,-5.563187063,No Change,
1252,P52815,P52815,RM12_HUMAN,MRPL12,Large ribosomal subunit protein bL12m,-0.006807624,24.86588487,-0.173755488,0.865727705,0.997839254,-6.222871035,No Change,
1253,P52888,P52888,THOP1_HUMAN,THOP1,Thimet oligopeptidase,0.026841166,24.64691955,1.019399959,0.333432827,0.882886096,-5.715179186,No Change,
1254,P52895,P52895,AK1C2_HUMAN,AKR1C2,Aldo-keto reductase family 1 member C2,-0.009489326,20.16335944,-0.131022515,0.898508137,0.997839254,-6.229786124,No Change,
1255,P52907,P47755;P52907,CAZA1_HUMAN,CAPZA1,F-actin-capping protein subunit alpha-1,-0.023508082,27.38019371,-0.934987904,0.373099646,0.907668789,-5.794617668,No Change,
1256,P52943,P52943,CRIP2_HUMAN,CRIP2,Cysteine-rich protein 2,0.112626509,17.61707532,0.951707826,0.364981441,0.902707554,-5.779326055,No Change,
1257,P52948,P52948,NUP98_HUMAN,NUP98,Nuclear pore complex protein Nup98-Nup96,0.006502427,20.39610785,0.128674138,0.900316057,0.997839254,-6.230110173,No Change,
1258,P53004,P53004,BIEA_HUMAN,BLVRA,Biliverdin reductase A,0.310852555,24.07964983,8.841364138,7.19E-06,0.004616221,3.983009719,No Change,
1259,P53041,P53041,PPP5_HUMAN,PPP5C,Serine/threonine-protein phosphatase 5,0.038428421,23.16208767,0.767384864,0.461618878,0.936818887,-5.935179854,No Change,
